0.200000000D-03 0.372824066D+00 -.355695777D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.100000000D-01 0.375596802D+00 -.358347902D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.200000000D-01 0.378339233D+00 -.360971321D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.300000000D-01 0.381010320D+00 -.363526778D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.400000000D-01 0.383623354D+00 -.366026956D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.500000000D-01 0.386188378D+00 -.368481436D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.600000000D-01 0.388713028D+00 -.370897502D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.700000000D-01 0.391203224D+00 -.373280798D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.800000000D-01 0.393663650D+00 -.375635792D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.900000000D-01 0.396098080D+00 -.377966085D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.100000000D+00 0.398509614D+00 -.380274631D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.110000000D+00 0.400900831D+00 -.382563891D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.120000000D+00 0.403273906D+00 -.384835941D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.130000000D+00 0.405630698D+00 -.387092556D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.140000000D+00 0.407972808D+00 -.389335264D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.150000000D+00 0.410301633D+00 -.391565398D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.160000000D+00 0.412618395D+00 -.393784126D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.170000000D+00 0.414924179D+00 -.395992484D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.180000000D+00 0.417219947D+00 -.398191393D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.190000000D+00 0.419506564D+00 -.400381678D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.200000000D+00 0.421784808D+00 -.402564083D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.210000000D+00 0.424055381D+00 -.404739282D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.220000000D+00 0.426318927D+00 -.406907887D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.230000000D+00 0.428576028D+00 -.409070459D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.240000000D+00 0.430827223D+00 -.411227511D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.250000000D+00 0.433073005D+00 -.413379517D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.260000000D+00 0.435313830D+00 -.415526913D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.270000000D+00 0.437550123D+00 -.417670106D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.280000000D+00 0.439782275D+00 -.419809471D+00 0.000000000D+00 0.000000000D+00 0.000000000D+00
0.290000000D+00 0.442010653D+00 -.421945359D+00 0.452259424D-52 0.436278521D-46 0.888847210D-51
0.300000000D+00 0.444235599D+00 -.424078099D+00 0.568757382D-36 0.190728945D-31 0.593240959D-35
0.310000000D+00 0.446457434D+00 -.426207998D+00 0.804639324D-28 0.309886623D-24 0.536859004D-27
0.320000000D+00 0.448676458D+00 -.428335345D+00 0.670785024D-23 0.608491534D-20 0.326443901D-22
0.330000000D+00 0.450892955D+00 -.430460410D+00 0.131705372D-19 0.427009564D-17 0.508053620D-19
0.340000000D+00 0.453107191D+00 -.432583450D+00 0.297357100D-17 0.447242433D-15 0.960440071D-17
0.350000000D+00 0.455319418D+00 -.434704707D+00 0.171960083D-15 0.143155030D-13 0.483276743D-15
0.360000000D+00 0.457529874D+00 -.436824408D+00 0.400555428D-14 0.209365547D-12 0.100745420D-13
0.370000000D+00 0.459738784D+00 -.438942770D+00 0.495231014D-13 0.178385450D-11 0.113818954D-12
0.380000000D+00 0.461946363D+00 -.441059999D+00 0.388118675D-12 0.103401233D-10 0.827567946D-12
0.390000000D+00 0.464152814D+00 -.443176290D+00 0.217200033D-11 0.451877567D-10 0.434347199D-11
0.400000000D+00 0.466358330D+00 -.445291829D+00 0.942180441D-11 0.159555587D-09 0.178115191D-10
0.410000000D+00 0.468563096D+00 -.447406793D+00 0.335493610D-10 0.477222991D-09 0.603401853D-10
0.420000000D+00 0.470767288D+00 -.449521350D+00 0.102124868D-09 0.124978929D-08 0.175735428D-09
0.430000000D+00 0.472971073D+00 -.451635663D+00 0.273679761D-09 0.293619008D-08 0.452967904D-09
0.440000000D+00 0.475174613D+00 -.453749884D+00 0.660060595D-09 0.630391126D-08 0.105599401D-08
0.450000000D+00 0.477378061D+00 -.455864162D+00 0.145739298D-08 0.125507061D-07 0.226414323D-08
0.460000000D+00 0.479581564D+00 -.457978639D+00 0.298633907D-08 0.234455454D-07 0.452408721D-08
0.470000000D+00 0.481785263D+00 -.460093449D+00 0.574206717D-08 0.414864284D-07 0.851429971D-08
0.480000000D+00 0.483989294D+00 -.462208723D+00 0.104540155D-07 0.700714164D-07 0.152225091D-07
0.490000000D+00 0.486193788D+00 -.464324586D+00 0.181551482D-07 0.113680465D-06 0.260358064D-07
0.500000000D+00 0.488398868D+00 -.466441158D+00 0.302603171D-07 0.178068250D-06 0.428420504D-07
0.510000000D+00 0.490604656D+00 -.468558554D+00 0.486536082D-07 0.270467404D-06 0.681403258D-07
0.520000000D+00 0.492811268D+00 -.470676886D+00 0.757845489D-07 0.399796588D-06 0.105157778D-06
0.530000000D+00 0.495018815D+00 -.472796262D+00 0.114772336D-06 0.576864202D-06 0.157970527D-06
0.540000000D+00 0.497227405D+00 -.474916784D+00 0.169516261D-06 0.814560431D-06 0.231627474D-06
0.550000000D+00 0.499437142D+00 -.477038552D+00 0.244810133D-06 0.112803511D-05 0.332277064D-06
0.560000000D+00 0.501648126D+00 -.479161662D+00 0.346458859D-06 0.153486331D-05 0.467297670D-06
0.570000000D+00 0.503860454D+00 -.481286208D+00 0.481396267D-06 0.205520448D-05 0.645431827D-06
0.580000000D+00 0.506074218D+00 -.483412278D+00 0.657804345D-06 0.271196525D-05 0.876923480D-06
0.590000000D+00 0.508289510D+00 -.485539960D+00 0.885235453D-06 0.353097704D-05 0.117365689D-05
0.600000000D+00 0.510506416D+00 -.487669338D+00 0.117474000D-05 0.454119259D-05 0.154929708D-05
0.610000000D+00 0.512725020D+00 -.489800492D+00 0.153900171D-05 0.577489355D-05 0.201943336D-05
0.620000000D+00 0.514945403D+00 -.491933500D+00 0.199248070D-05 0.726789457D-05 0.260172771D-05
0.630000000D+00 0.517167642D+00 -.494068438D+00 0.255156242D-05 0.905973299D-05 0.331606716D-05
0.640000000D+00 0.519391812D+00 -.496205379D+00 0.323470976D-05 0.111938406D-04 0.418471655D-05
0.650000000D+00 0.521617985D+00 -.498344393D+00 0.406261581D-05 0.137176979D-04 0.523246775D-05
0.660000000D+00 0.523846227D+00 -.500485547D+00 0.505835585D-05 0.166829726D-04 0.648678301D-05
0.670000000D+00 0.526076604D+00 -.502628906D+00 0.624753760D-05 0.201456440D-04 0.797793411D-05
0.680000000D+00 0.528309176D+00 -.504774532D+00 0.765844911D-05 0.241661125D-04 0.973914068D-05
0.690000000D+00 0.530544000D+00 -.506922484D+00 0.932220381D-05 0.288092944D-04 0.118067102D-04
0.700000000D+00 0.532781128D+00 -.509072818D+00 0.112728820D-04 0.341447025D-04 0.142201792D-04
0.710000000D+00 0.535020608D+00 -.511225586D+00 0.135476683D-04 0.402465139D-04 0.170224541D-04
0.720000000D+00 0.537262482D+00 -.513380837D+00 0.161869849D-04 0.471936283D-04 0.202599521D-04
0.730000000D+00 0.539506789D+00 -.515538618D+00 0.192346212D-04 0.550697222D-04 0.239827398D-04
0.740000000D+00 0.541753559D+00 -.517698970D+00 0.227378587D-04 0.639632943D-04 0.282446676D-04
0.750000000D+00 0.544002817D+00 -.519861929D+00 0.267475936D-04 0.739676871D-04 0.331034901D-04
0.760000000D+00 0.546254582D+00 -.522027530D+00 0.313184513D-04 0.851810600D-04 0.386209661D-04
0.770000000D+00 0.548508866D+00 -.524195799D+00 0.365088891D-04 0.977063002D-04 0.448629352D-04
0.780000000D+00 0.550765670D+00 -.526366758D+00 0.423812812D-04 0.111650877D-03 0.518993732D-04
