      0.28140       0.88125      28.59532      10.86228
      0.29260       0.88178      28.59532      10.85575
      0.30060       0.88134      28.59532      10.86123
      0.30860       0.91473      29.79933      10.86584
      0.31020       0.87124      27.99331      10.77477
      0.31500       0.89578      29.19732      10.89153
      0.31820       0.87094      27.99331      10.77849
      0.32140       0.89557      29.19732      10.89406
      0.32780       0.87194      27.99331      10.76605
      0.32940       0.89755      29.19732      10.86996
      0.33260       0.85869      26.78930      10.49761
      0.33420       0.89554      29.19732      10.89438
      0.33580       0.87107      27.99331      10.77677
      0.34060       0.91468      29.79933      10.86645
      0.34380       0.87158      27.99331      10.77057
      0.34540       0.89583      29.19732      10.89093
      0.35020       0.89545      29.19732      10.89545
      0.35180       0.85968      26.78930      10.48559
      0.35340       0.87280      27.99331      10.75545
      0.35500       0.89541      29.19732      10.89600
      0.35660       0.94183      30.40134      10.74620
      0.35980       0.87118      27.99331      10.77552
      0.36140       0.89724      29.19732      10.87382
      0.36460       0.85908      26.78930      10.49283
      0.36620       0.89664      29.19732      10.88105
      0.36780       0.94291      30.40134      10.73390
      0.36940       0.87292      27.99331      10.75399
      0.37100       0.89604      29.19732      10.88832
      0.37580       0.85918      26.78930      10.49161
      0.37740       0.94384      30.40134      10.72334
      0.37900       0.87464      27.99331      10.73282
      0.38060       0.90231      29.19732      10.81264
      0.38380       0.89805      29.19732      10.86395
      0.38540       0.85900      26.78930      10.49381
      0.38700       0.89565      29.19732      10.89306
      0.38860       0.87547      27.99331      10.72271
      0.39020       0.94801      30.40134      10.67612
      0.39180       0.89704      29.19732      10.87624
      0.39340       0.87226      27.99331      10.76208
      0.39500       0.94455      30.40134      10.71525
      0.39660       0.85986      26.78930      10.48338
      0.39820       0.87077      27.99331      10.78052
      0.39980       0.94293      30.40134      10.73370
      0.40140       0.90345      29.19732      10.79898
      0.40300       0.89542      29.19732      10.89581
      0.40460       0.94187      30.40134      10.74577
      0.40620       0.85984      26.78930      10.48357
      0.40780       0.89744      29.19732      10.87129
      0.40940       0.94131      30.40134      10.75207
      0.41100       0.87704      27.99331      10.70342
      0.41260       0.89772      29.19732      10.86793
      0.41420       0.94114      30.40134      10.75410
      0.41580       0.87403      27.99331      10.74030
      0.41740       0.86145      26.78930      10.46396
      0.41900       0.90035      29.19732      10.83621
      0.42060       0.85424      25.58528      10.11086
      0.42220       0.94631      30.40134      10.69530
      0.42380       0.87625      27.99331      10.71314
      0.42540       0.86056      26.78930      10.47479
      0.42700       0.87210      27.99331      10.76404
      0.42860       0.90665      29.19732      10.76087
      0.43020       0.95015      30.40134      10.65208
      0.43180       0.87214      27.99331      10.76358
      0.43340       0.85965      26.78930      10.48589
      0.43500       0.91958      29.79933      10.80848
      0.43660       0.85335      25.58528      10.12141
      0.43820       0.94636      30.40134      10.69474
      0.43980       0.88835      28.59532      10.77551
      0.44140       0.88143      28.59532      10.86005
      0.44300       0.94830      30.40134      10.67291
      0.44460       0.88180      28.59532      10.85557
      0.44620       0.92070      29.79933      10.79535
      0.44780       0.88116      28.59532      10.86340
      0.44940       0.86593      26.78930      10.40986
      0.45100       0.85411      25.58528      10.11238
      0.45260       0.86582      27.39130      10.62725
      0.45420       0.90384      29.19732      10.79437
      0.45580       0.92319      29.79933      10.76629
      0.45740       0.91801      29.79933      10.82696
      0.45900       0.86843      27.39130      10.59529
      0.46060       0.85634      26.18729      10.30686
      0.46220       0.92515      29.79933      10.74337
      0.46380       0.89565      29.19732      10.89302
      0.46540       0.91502      29.79933      10.86238
      0.46700       0.89021      28.59532      10.75294
      0.46860       0.87335      27.39130      10.53560
      0.47020       0.88772      28.59532      10.78314
      0.47180       0.88151      28.59532      10.85910
      0.47340       0.86166      26.78930      10.46149
      0.47500       0.88255      28.59532      10.84633
      0.47660       0.85304      24.98328       9.90227
      0.47820       0.85711      26.18729      10.29753
      0.47980       0.88701      28.59532      10.79180
      0.48140       1.00222      31.00334      10.27897
      0.48300       0.85549      26.18729      10.31706
      0.48460       0.94794      29.79933      10.48515
      0.48620       0.99767      31.00334      10.32586
      0.48780       0.88191      27.99331      10.64440
      0.48940       0.99239      31.00334      10.38071
      0.49100       0.87915      27.99331      10.67772
      0.49260       0.94958      29.79933      10.46703
